Phenotype,Method,h2model,clumpprune,numberofpca,n_folds,mean_h2,std_h2,median_h2,min_h2,max_h2,CV,fold_SE,CI_lower_fold,CI_upper_fold,SNR_fold,significant_fold,tool_SE_mean,tool_SE_std,tool_SE_min,tool_SE_max,n_folds_with_tool_SE,CI_lower_tool,CI_upper_tool,SNR_tool,significant_tool,mean_variants
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,4,0.1295,0.0572,0.1258,0.0779,0.1887,0.4415,0.0286,0.0735,0.1856,4.5304,Yes,0.7893,0.0653,0.7159,0.8481,4,-1.4174,1.6765,0.1641,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,4,0.002,0.0022,0.0016,0.0001,0.0047,1.0786,0.0011,-0.0001,0.0042,1.8543,No,0.4659,0.007,0.4585,0.4752,4,-0.9111,0.9151,0.0044,No,25817.75
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,4,0.692,0.3103,0.7557,0.3031,0.9534,0.4484,0.1552,0.3879,0.9961,4.4599,Yes,0.815,0.0131,0.7989,0.8295,4,-0.9055,2.2894,0.849,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,4,0.0284,0.0247,0.0235,0.0039,0.0627,0.8691,0.0123,0.0042,0.0526,2.3013,Yes,0.366,0.003,0.3634,0.3701,4,-0.689,0.7458,0.0776,No,25817.75
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,4,0.8963,0.066,0.9177,0.8014,0.9481,0.0736,0.033,0.8316,0.9609,27.1658,Yes,1.0764,0.0647,1.0134,1.1505,4,-1.2135,3.006,0.8327,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,4,0.0152,0.0143,0.0119,0.003,0.034,0.9432,0.0072,0.0012,0.0292,2.1205,Yes,0.5029,0.0125,0.488,0.5164,4,-0.9706,1.001,0.0302,No,25817.75
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,4,0.9339,0.0688,0.9498,0.8437,0.9924,0.0737,0.0344,0.8665,1.0013,27.1421,Yes,1.0881,0.066,1.0298,1.164,4,-1.1989,3.0667,0.8583,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,4,0.0168,0.0173,0.0112,0.0034,0.0414,1.0302,0.0087,-0.0002,0.0338,1.9413,No,0.5136,0.0106,0.5008,0.5231,4,-0.9899,1.0235,0.0327,No,25817.75
hypertension,Gemma2-Heritability,HE regression_genotype,no,6,5,0.0609,0.0004,0.0609,0.0603,0.0614,0.0069,0.0002,0.0606,0.0613,323.7581,Yes,0.0049,0.0001,0.0048,0.005,5,0.0513,0.0706,12.4026,Yes,78742.2
hypertension,Gemma2-Heritability,HE regression_genotype,yes,6,5,0.1272,0.0018,0.1272,0.1246,0.1289,0.0139,0.0008,0.1256,0.1287,161.306,Yes,0.0064,0.0003,0.006,0.0067,5,0.1146,0.1398,19.7742,Yes,25824.2
hypertension,Gemma2-Heritability,HE regression_genotype_covariate,no,6,5,0.0607,0.0005,0.0607,0.0601,0.0612,0.0076,0.0002,0.0602,0.0611,296.0225,Yes,0.0343,0.0006,0.0335,0.0349,5,-0.0066,0.1279,1.7664,No,78742.2
hypertension,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,5,0.126,0.0016,0.1257,0.1241,0.1279,0.0127,0.0007,0.1246,0.1274,176.0355,Yes,0.0717,0.0014,0.07,0.0735,5,-0.0145,0.2665,1.7583,No,25824.2
hypertension,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,5,0.0612,0.0003,0.0614,0.0608,0.0616,0.0055,0.0002,0.0609,0.0615,405.5037,Yes,0.0351,0.0005,0.0344,0.0358,5,-0.0075,0.13,1.7458,No,78742.2
hypertension,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,5,0.1284,0.0016,0.1279,0.1264,0.1302,0.0124,0.0007,0.127,0.1298,180.222,Yes,0.0745,0.0015,0.0728,0.0764,5,-0.0177,0.2744,1.7227,No,25824.2
hypertension,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,4,0.1184,0.0031,0.1193,0.1141,0.121,0.0261,0.0015,0.1154,0.1215,76.585,Yes,0.0085,0.0001,0.0084,0.0085,4,0.1018,0.135,13.9969,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,4,0.1184,0.0031,0.1193,0.1141,0.121,0.0261,0.0015,0.1154,0.1215,76.585,Yes,0.0085,0.0001,0.0084,0.0085,4,0.1018,0.135,13.9969,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,4,0.1159,0.0033,0.1167,0.1111,0.1188,0.0288,0.0017,0.1126,0.1191,69.3688,Yes,0.0083,0.0001,0.0082,0.0084,4,0.0995,0.1322,13.8964,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,4,0.1088,0.0034,0.1096,0.104,0.112,0.0315,0.0017,0.1055,0.1122,63.5876,Yes,0.0081,0.0001,0.008,0.0081,4,0.0929,0.1247,13.4288,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,4,0.1023,0.0034,0.103,0.0976,0.1057,0.0334,0.0017,0.099,0.1057,59.8468,Yes,0.0079,0.0001,0.0078,0.0079,4,0.0869,0.1178,12.9974,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,4,0.0971,0.0034,0.0977,0.0925,0.1006,0.0347,0.0017,0.0938,0.1004,57.5608,Yes,0.0077,0.0001,0.0076,0.0077,4,0.0821,0.1122,12.6426,Yes,9151.5
hypertension,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,4,0.1124,0.0034,0.1132,0.1076,0.1155,0.0302,0.0017,0.1091,0.1157,66.1944,Yes,0.0082,0.0001,0.0081,0.0083,4,0.0963,0.1285,13.6678,Yes,9151.5
hypertension,LDAK-Precomputed-Heritability,LDAK_bld.ldak.genotyped.gbr.tagging,no,-,4,0.1845,0.0,0.1845,0.1845,0.1845,0.0,0.0,0.1845,0.1845,,Yes,0.036,0.0,0.036,0.036,4,0.1138,0.2551,5.1173,Yes,79281.0
hypertension,LDAK-Precomputed-Heritability,LDAK_bld.ldak.hapmap.gbr.tagging,no,-,4,0.1644,0.0,0.1644,0.1644,0.1644,0.0,0.0,0.1644,0.1644,,Yes,0.0694,0.0,0.0694,0.0694,4,0.0284,0.3004,2.3687,Yes,40308.0
hypertension,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.genotyped.gbr.tagging,no,-,4,0.1072,0.0179,0.1101,0.0828,0.1259,0.167,0.009,0.0897,0.1248,11.9738,Yes,0.499,0.0331,0.4493,0.516,4,-0.8707,1.0852,0.2149,No,79281.0
hypertension,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.hapmap.gbr.tagging,no,-,4,0.156,0.0253,0.1637,0.1194,0.1773,0.1619,0.0126,0.1313,0.1808,12.3557,Yes,1.1353,0.0105,1.1232,1.1441,4,-2.0691,2.3811,0.1374,No,40308.0
hypertension,LDAK-Precomputed-Heritability,LDAK_ldak.thin.genotyped.gbr.tagging,no,-,4,0.1636,0.0,0.1636,0.1636,0.1636,0.0,0.0,0.1636,0.1636,,Yes,0.0164,0.0,0.0164,0.0164,4,0.1315,0.1958,9.9717,Yes,79281.0
hypertension,LDAK-Precomputed-Heritability,LDAK_ldak.thin.hapmap.gbr.tagging,no,-,4,0.1722,0.0,0.1722,0.1722,0.1722,0.0,0.0,0.1722,0.1722,,Yes,0.041,0.0,0.041,0.041,4,0.0918,0.2525,4.2008,Yes,40308.0
hypertension,LDSC-Genotype-Heritability,LDSC_Genotype_Reference,yes,-,5,0.0308,0.0,0.0308,0.0308,0.0308,0.0,0.0,0.0308,0.0308,,Yes,0.0429,0.0,0.0429,0.0429,5,-0.0533,0.1149,0.7179,No,26618.0
hypertension,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_ref_ld_chr,no,-,5,0.0308,0.0,0.0308,0.0308,0.0308,0.0,0.0,0.0308,0.0308,,Yes,0.0429,0.0,0.0429,0.0429,5,-0.0533,0.1149,0.7179,No,26618.0
hypertension,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_w_ld_chr,no,-,5,0.0308,0.0,0.0308,0.0308,0.0308,0.0,0.0,0.0308,0.0308,,Yes,0.0429,0.0,0.0429,0.0429,5,-0.0533,0.1149,0.7179,No,26618.0
hypertension,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_ref_ld_chr,no,-,5,0.0308,0.0,0.0308,0.0308,0.0308,0.0,0.0,0.0308,0.0308,,Yes,0.0429,0.0,0.0429,0.0429,5,-0.0533,0.1149,0.7179,No,26618.0
hypertension,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_w_ld_chr,no,-,5,0.0308,0.0,0.0308,0.0308,0.0308,0.0,0.0,0.0308,0.0308,,Yes,0.0429,0.0,0.0429,0.0429,5,-0.0533,0.1149,0.7179,No,26618.0
hypertension,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.0832,0.0012,0.0828,0.0819,0.0845,0.014,0.0005,0.0821,0.0842,159.9629,Yes,,,,,0,,,,NA,81475.0
hypertension,LDpred-2-Heritability,LDpred-2_full,yes,6,5,0.5418,0.0943,0.5306,0.4039,0.6556,0.1741,0.0422,0.4591,0.6245,12.8415,Yes,,,,,0,,,,NA,26594.4
hypertension,LDpred-2-Heritability,LDpred-2_hapmap,no,6,5,0.0577,0.0007,0.0577,0.0568,0.0587,0.0128,0.0003,0.057,0.0583,174.6514,Yes,,,,,0,,,,NA,38277.0
hypertension,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,5,0.1454,0.1156,0.0835,0.0521,0.3322,0.7953,0.0517,0.044,0.2467,2.8116,Yes,,,,,0,,,,NA,12614.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype,no,6,5,0.7324,0.293,0.682,0.3881,1.1902,0.4001,0.131,0.4756,0.9892,5.5892,Yes,0.8338,0.0842,0.7339,0.9553,5,-0.9019,2.3667,0.8784,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype,yes,6,5,-0.085,0.1534,-0.0069,-0.2524,0.0713,1.8045,0.0686,-0.2194,0.0494,-1.2392,No,0.3463,0.004,0.3411,0.3503,5,-0.7637,0.5937,-0.2455,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,no,6,5,0.5913,0.4978,0.6013,0.0277,1.147,0.8418,0.2226,0.155,1.0277,2.6562,Yes,0.808,0.1772,0.6179,0.9955,5,-0.9923,2.1749,0.7319,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,yes,6,5,0.2142,0.2694,0.2859,-0.1941,0.4459,1.258,0.1205,-0.022,0.4503,1.7775,No,0.4004,0.0283,0.3511,0.4216,5,-0.5706,0.999,0.5349,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.6941,0.5005,0.8949,0.0532,1.2402,0.7211,0.2238,0.2553,1.1328,3.1007,Yes,0.8864,0.2338,0.6171,1.1248,5,-1.0433,2.4315,0.783,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,0.1946,0.3125,0.2273,-0.2751,0.4768,1.606,0.1397,-0.0793,0.4685,1.3924,No,0.4048,0.038,0.3474,0.435,5,-0.5988,0.988,0.4807,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype,no,6,5,0.6879,0.3015,0.5967,0.3819,1.1781,0.4383,0.1348,0.4237,0.9522,5.1021,Yes,1.0154,0.073,0.9463,1.1199,5,-1.3023,2.6781,0.6775,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype,yes,6,5,0.1306,0.1353,0.127,-0.0603,0.2607,1.0358,0.0605,0.012,0.2492,2.1588,Yes,0.3849,0.0064,0.3778,0.3925,5,-0.6237,0.8849,0.3393,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.7885,0.739,1.0049,-0.1096,1.5113,0.9372,0.3305,0.1408,1.4363,2.3859,Yes,1.0875,0.235,0.8017,1.3196,5,-1.3429,2.9199,0.7251,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.4074,0.3,0.6067,0.0272,0.6376,0.7363,0.1342,0.1445,0.6703,3.0368,Yes,0.4575,0.0302,0.408,0.4816,5,-0.4892,1.304,0.8905,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.9125,0.7633,1.182,-0.0884,1.6473,0.8365,0.3414,0.2434,1.5815,2.6731,Yes,1.1749,0.3042,0.8007,1.4912,5,-1.3904,3.2153,0.7766,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.3888,0.2775,0.4799,-0.0487,0.636,0.7137,0.1241,0.1456,0.6321,3.1332,Yes,0.4639,0.0338,0.4057,0.4874,5,-0.5205,1.2982,0.8381,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.5585,0.3572,0.3561,0.2032,0.9864,0.6395,0.1597,0.2455,0.8716,3.4966,Yes,0.5057,0.045,0.4545,0.5565,5,-0.4327,1.5498,1.1044,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.0311,0.0278,0.0141,0.0106,0.0724,0.891,0.0124,0.0068,0.0555,2.5097,Yes,0.3572,0.0045,0.3526,0.364,5,-0.669,0.7313,0.0872,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.1282,0.1694,0.0366,0.0159,0.4169,1.3212,0.0758,-0.0203,0.2767,1.6924,No,0.5993,0.0586,0.5408,0.6587,5,-1.0464,1.3029,0.214,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.2576,0.1889,0.2839,0.036,0.4395,0.7332,0.0845,0.0921,0.4232,3.0499,Yes,0.4648,0.0085,0.4592,0.4799,5,-0.6534,1.1687,0.5543,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.3739,0.4111,0.237,0.0195,0.9948,1.0996,0.1838,0.0135,0.7342,2.0335,Yes,0.6513,0.0479,0.5785,0.7063,5,-0.9028,1.6505,0.574,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.2488,0.2106,0.2053,0.0207,0.472,0.8466,0.0942,0.0642,0.4334,2.6412,Yes,0.4766,0.0115,0.4674,0.4945,5,-0.6853,1.183,0.522,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.5286,0.318,0.365,0.194,0.8876,0.6015,0.1422,0.2499,0.8073,3.7175,Yes,0.6873,0.0406,0.6263,0.736,5,-0.8185,1.8757,0.7691,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.3425,0.3712,0.2475,0.067,0.9895,1.0838,0.166,0.0171,0.6678,2.0632,Yes,0.3854,0.0067,0.3769,0.3931,5,-0.4128,1.0978,0.8887,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.4152,0.4567,0.1254,0.0228,0.9262,1.1,0.2042,0.0149,0.8154,2.0327,Yes,0.9333,0.0897,0.8263,1.0448,5,-1.4141,2.2444,0.4448,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.4045,0.2988,0.6136,0.0297,0.6284,0.7387,0.1336,0.1426,0.6664,3.027,Yes,0.507,0.0067,0.5027,0.5189,5,-0.5892,1.3982,0.7978,No,27973.2
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.5942,0.4147,0.8436,0.03,0.9386,0.6979,0.1854,0.2307,0.9576,3.204,Yes,0.9667,0.0672,0.8867,1.0709,5,-1.3005,2.4888,0.6146,No,598489.6
hypothyroidism_myxoedema,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.5941,0.2604,0.5958,0.2596,0.9824,0.4384,0.1165,0.3658,0.8224,5.1011,Yes,0.5156,0.0048,0.5105,0.5231,5,-0.4165,1.6047,1.1522,No,27973.2
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype,no,6,5,0.4147,0.2012,0.3699,0.1806,0.7254,0.4852,0.09,0.2383,0.591,4.6089,Yes,0.6721,0.0266,0.6249,0.6897,5,-0.9026,1.732,0.617,No,619653.0
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype,yes,6,5,0.1694,0.1041,0.1753,0.0,0.2765,0.6146,0.0466,0.0782,0.2607,3.6383,Yes,0.3931,0.0062,0.3871,0.4008,5,-0.6011,0.9399,0.431,No,28790.2
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.5971,0.5036,0.8876,0.0,1.0,0.8435,0.2252,0.1557,1.0386,2.6511,Yes,0.9613,0.0267,0.9223,0.9895,5,-1.2871,2.4813,0.6211,No,619653.0
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.4268,0.2701,0.5827,0.1323,0.661,0.6328,0.1208,0.1901,0.6635,3.5336,Yes,0.5113,0.0085,0.5038,0.5248,5,-0.5755,1.429,0.8346,No,28790.2
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.6453,0.486,0.9839,0.0,1.0,0.7532,0.2174,0.2192,1.0713,2.9686,Yes,0.9762,0.0222,0.9551,1.013,5,-1.2682,2.5587,0.661,No,619653.0
hypothyroidism_myxoedema,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.4131,0.2327,0.5474,0.0801,0.6008,0.5632,0.1041,0.2092,0.6171,3.9701,Yes,0.5245,0.0118,0.5096,0.5407,5,-0.615,1.4412,0.7876,No,28790.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype,no,6,5,0.7324,0.293,0.682,0.3881,1.1902,0.4001,0.131,0.4756,0.9892,5.5892,Yes,0.8338,0.0842,0.7339,0.9553,5,-0.9019,2.3667,0.8784,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype,yes,6,5,-0.085,0.1534,-0.0069,-0.2524,0.0713,1.8045,0.0686,-0.2194,0.0494,-1.2392,No,0.3463,0.004,0.3411,0.3503,5,-0.7637,0.5937,-0.2455,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,5,0.5913,0.4978,0.6013,0.0277,1.147,0.8418,0.2226,0.155,1.0277,2.6562,Yes,0.808,0.1772,0.6179,0.9955,5,-0.9923,2.1749,0.7319,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,5,0.2142,0.2694,0.2859,-0.1941,0.4459,1.258,0.1205,-0.022,0.4503,1.7775,No,0.4004,0.0283,0.3511,0.4216,5,-0.5706,0.999,0.5349,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.6941,0.5005,0.8949,0.0532,1.2402,0.7211,0.2238,0.2553,1.1328,3.1007,Yes,0.8864,0.2338,0.6171,1.1248,5,-1.0433,2.4315,0.783,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,0.1946,0.3125,0.2273,-0.2751,0.4768,1.606,0.1397,-0.0793,0.4685,1.3924,No,0.4048,0.038,0.3474,0.435,5,-0.5988,0.988,0.4807,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype,no,6,5,0.6879,0.3015,0.5967,0.3819,1.1781,0.4383,0.1348,0.4237,0.9522,5.1021,Yes,1.0154,0.073,0.9463,1.1199,5,-1.3023,2.6781,0.6775,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,5,0.1306,0.1353,0.127,-0.0603,0.2607,1.0358,0.0605,0.012,0.2492,2.1588,Yes,0.3849,0.0064,0.3778,0.3925,5,-0.6237,0.8849,0.3393,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.7885,0.739,1.0049,-0.1096,1.5113,0.9372,0.3305,0.1408,1.4363,2.3859,Yes,1.0875,0.235,0.8017,1.3196,5,-1.3429,2.9199,0.7251,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.4074,0.3,0.6067,0.0272,0.6376,0.7363,0.1342,0.1445,0.6703,3.0368,Yes,0.4575,0.0302,0.408,0.4816,5,-0.4892,1.304,0.8905,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.9125,0.7633,1.182,-0.0884,1.6473,0.8365,0.3414,0.2434,1.5815,2.6731,Yes,1.1749,0.3042,0.8007,1.4912,5,-1.3904,3.2153,0.7766,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.3888,0.2775,0.4799,-0.0487,0.636,0.7137,0.1241,0.1456,0.6321,3.1332,Yes,0.4639,0.0338,0.4057,0.4874,5,-0.5205,1.2982,0.8381,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.5585,0.3572,0.3561,0.2032,0.9864,0.6395,0.1597,0.2455,0.8716,3.4966,Yes,0.5057,0.045,0.4545,0.5565,5,-0.4327,1.5498,1.1044,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.0311,0.0278,0.0141,0.0106,0.0724,0.891,0.0124,0.0068,0.0555,2.5097,Yes,0.3572,0.0045,0.3526,0.364,5,-0.669,0.7313,0.0872,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.1282,0.1694,0.0366,0.0159,0.4169,1.3212,0.0758,-0.0203,0.2767,1.6924,No,0.5993,0.0586,0.5408,0.6587,5,-1.0464,1.3029,0.214,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.2576,0.1889,0.2839,0.036,0.4395,0.7332,0.0845,0.0921,0.4232,3.0499,Yes,0.4648,0.0085,0.4592,0.4799,5,-0.6534,1.1687,0.5543,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.3739,0.4111,0.237,0.0195,0.9948,1.0996,0.1838,0.0135,0.7342,2.0335,Yes,0.6513,0.0479,0.5785,0.7063,5,-0.9028,1.6505,0.574,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.2488,0.2106,0.2053,0.0207,0.472,0.8466,0.0942,0.0642,0.4334,2.6412,Yes,0.4766,0.0115,0.4674,0.4945,5,-0.6853,1.183,0.522,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.5286,0.318,0.365,0.194,0.8876,0.6015,0.1422,0.2499,0.8073,3.7175,Yes,0.6873,0.0406,0.6263,0.736,5,-0.8185,1.8757,0.7691,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.3425,0.3712,0.2475,0.067,0.9895,1.0838,0.166,0.0171,0.6678,2.0632,Yes,0.3854,0.0067,0.3769,0.3931,5,-0.4128,1.0978,0.8887,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.4152,0.4567,0.1254,0.0228,0.9262,1.1,0.2042,0.0149,0.8154,2.0327,Yes,0.9333,0.0897,0.8263,1.0448,5,-1.4141,2.2444,0.4448,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.4045,0.2988,0.6136,0.0297,0.6284,0.7387,0.1336,0.1426,0.6664,3.027,Yes,0.507,0.0067,0.5027,0.5189,5,-0.5892,1.3982,0.7978,No,27973.2
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.5942,0.4147,0.8436,0.03,0.9386,0.6979,0.1854,0.2307,0.9576,3.204,Yes,0.9667,0.0672,0.8867,1.0709,5,-1.3005,2.4888,0.6146,No,598489.6
hypothyroidism_myxoedema,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.5941,0.2604,0.5958,0.2596,0.9824,0.4384,0.1165,0.3658,0.8224,5.1011,Yes,0.5156,0.0048,0.5105,0.5231,5,-0.4165,1.6047,1.1522,No,27973.2
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype,no,6,5,0.0601,0.0005,0.06,0.0594,0.0608,0.009,0.0002,0.0596,0.0606,247.872,Yes,0.0231,0.0003,0.0226,0.0234,5,0.0148,0.1055,2.5979,Yes,83411.6
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype,yes,6,5,0.075,0.0009,0.0749,0.0739,0.0762,0.0115,0.0004,0.0742,0.0758,193.6327,Yes,0.0266,0.0014,0.0244,0.028,5,0.0228,0.1272,2.8171,Yes,27908.8
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype_covariate,no,6,5,0.0598,0.0005,0.0597,0.0592,0.0604,0.008,0.0002,0.0594,0.0603,280.9683,Yes,0.0428,0.0008,0.0417,0.0436,5,-0.0241,0.1438,1.3968,No,83411.6
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,5,0.0743,0.0007,0.0742,0.0734,0.0753,0.0098,0.0003,0.0737,0.075,228.4905,Yes,0.0527,0.001,0.0513,0.0537,5,-0.029,0.1777,1.4098,No,27908.8
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,5,0.0605,0.0005,0.0606,0.0598,0.0613,0.0089,0.0002,0.0601,0.061,251.4272,Yes,0.0438,0.0008,0.0425,0.0447,5,-0.0252,0.1463,1.3834,No,83411.6
hypothyroidism_myxoedema,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,5,0.0758,0.0007,0.0756,0.0748,0.0767,0.0097,0.0003,0.0751,0.0764,229.6234,Yes,0.0546,0.001,0.0534,0.0556,5,-0.0313,0.1828,1.3872,No,27908.8
